item_id,y_true,y_pred
18201,4.0,1.6131495576500607
8436,2.0,0.9464021921245397
16898,17.0,24.686547636623207
2090,4.0,4.477153423153025
18466,3.0,2.3881570488176127
16311,8.0,4.5980062517302365
12563,6.0,6.844687319561446
57,1.0,11.073610760537038
491,9.0,10.313559235342527
14247,12.0,11.037793210092051
3107,1.0,2.9883523500594693
8958,8.0,7.617075592326789
2703,5.0,2.6165488568944966
15459,4.0,4.213221466036131
18679,5.0,5.014328609814123
12917,18.0,19.3450899388628
18099,1.0,1.8509453659462345
8778,11.0,9.721535099230538
15757,5.0,3.6426001365284453
10340,7.0,11.659781928375743
4100,3.0,1.6020905028085994
6185,69.0,59.27429287668275
16227,48.0,61.626392438366736
2100,8.0,7.564351011452878
5811,5.0,10.750144754171188
12970,10.0,29.471570024523547
16108,8.0,4.081138364315287
4694,2.0,2.7614922045462995
7653,6.0,6.114135122249099
8690,8.0,11.067339275804784
14678,4.0,10.9272676228052
10391,10.0,5.065635047283909
4579,4.0,3.0452044405146883
18255,6.0,8.142214017607326
18699,8.0,5.225150065727281
16245,18.0,15.601538772416621
1247,4.0,4.830215963041477
22091,30.0,37.22126232215679
13100,5.0,6.037555673028827
15015,3.0,0.8125218579347638
10347,13.0,10.569332664948275
16020,14.0,12.257390794967062
9033,1.0,1.6801354354908467
18439,7.0,14.096845573866588
16219,9.0,8.151447842594024
5362,4.0,10.355037832730487
17624,1.0,2.7596924952373367
32,22.0,17.432108726578864
1332,14.0,7.353965360838008
10943,6.0,9.681706217091293
3268,3.0,7.219874166490445
12536,5.0,8.898051308037262
18680,5.0,4.899068513196649
5260,1.0,5.7663207897420845
12552,16.0,18.3774116274685
5051,8.0,9.871609030350424
18253,1.0,1.9638176709099873
11099,3.0,3.829185936048363
21787,4.0,4.444205806656988
10159,5.0,6.794292179733397
10945,2.0,3.48348923104736
18704,9.0,5.302896456543588
4551,7.0,5.8330570498245855
15257,57.0,2.1583081805009665
10904,11.0,4.589536877064037
5272,4.0,10.032566006496577
5460,4.0,1.8340543080548164
21914,1.0,10.25324396658614
16549,2.0,4.125915479777852
12134,84.0,45.107928292531206
2678,5.0,5.935481337164157
12459,7.0,6.037890012872833
17750,4.0,3.8577934917973975
19674,6.0,8.60388011683809
5945,13.0,7.872975486675961
16167,43.0,45.03844765689784
15438,8.0,14.942774948427697
1905,25.0,28.406715946867497
12467,4.0,1.4636231980647547
12541,10.0,9.447714748294464
12964,1.0,5.17124593888646
8571,8.0,10.000856180029675
10930,11.0,11.788918089360005
12544,3.0,3.3165620308320647
19588,5.0,2.649287004956041
12797,14.0,14.230575742524445
7673,10.0,5.782110850373614
5583,22.0,14.680126987268505
10277,3.0,1.8214049200540965
18417,8.0,6.135546017292885
15303,13.0,9.869763176313471
4251,9.0,2.040096409445169
4884,1.0,2.1562759695384957
5820,72.0,93.9030490424702
4240,11.0,20.846429413785884
16822,2.0,2.4654545580980596
15811,7.0,8.536840433872559
12979,4.0,4.870952818330832
18686,8.0,1.9897063223576443
14103,8.0,12.649053917020462
7912,1.0,2.85267820326557
5542,6.0,3.8946997555287153
9010,4.0,4.031365418681936
18191,2.0,4.9301297306359455
12543,6.0,9.573002506934815
21358,11.0,16.980726471070028
8859,5.0,7.160816485067736
4110,5.0,3.34050957325703
21928,7.0,8.454402040893127
12778,3.0,3.6926610513297886
8508,3.0,2.061555778752312
22087,87.0,58.58654137620061
13040,3.0,7.739532247628153
18620,5.0,3.386016866858029
14252,12.0,5.182884589626632
4564,5.0,5.394402954165806
6008,8.0,7.6967738283366645
19908,2.0,8.335318826185086
18338,2.0,2.4670864045563556
12064,4.0,8.249262144276141
21929,6.0,8.061345929077914
12062,2.0,2.635113611593442
6351,19.0,12.604828541531411
8863,16.0,15.123259922502285
8357,9.0,4.18929116585964
6045,3.0,9.34951033889568
10334,11.0,13.169106763940844
16459,6.0,6.096182046099695
18192,2.0,5.665667447568899
15458,11.0,6.727004651423055
13028,1.0,2.10555997017984
14264,3.0,8.563014402783207
7459,9.0,11.197811050607893
10578,2.0,2.5131107948298825
12967,6.0,6.08482547969351
16316,1.0,0.8494032969694468
14312,2.0,2.1600356677961634
10331,13.0,14.978053449518882
12208,2.0,2.3374617067704504
4610,15.0,19.137696427526052
12796,12.0,9.952524121732887
13881,49.0,33.52672009932413
1467,14.0,16.09438805490675
1101,1.0,2.316876015543177
2639,16.0,18.966663663730515
3851,23.0,20.067658022498758
482,46.0,39.215904628601585
15447,1.0,4.316022752638989
16159,15.0,13.538150859292392
12066,8.0,9.435364397690918
18462,7.0,7.822740313834955
16170,17.0,25.934005876487095
14216,3.0,3.744319169749735
6342,8.0,7.58950913664558
5341,6.0,13.193476687991657
18671,1.0,0.9232949888159249
10786,12.0,12.094762311173183
12465,9.0,10.364128903723435
19043,11.0,15.40985250178046
3146,10.0,10.279512364489634
14390,15.0,15.99929919529873
10164,8.0,5.435302384225819
22139,9.0,1.6153455148861735
8555,4.0,2.6622859666775933
3141,32.0,34.047805935235786
5380,38.0,45.41411307777125
5096,1.0,1.2746257239591685
17756,6.0,1.8298480583669523
11829,17.0,10.225041734479293
5946,13.0,7.5426242974573565
2635,11.0,10.965926813660053
12549,2.0,5.3387153543083015
5821,172.0,154.30157972866797
12817,4.0,3.689697356965702
18315,6.0,9.586798194253628
2163,5.0,11.82883414862755
12485,4.0,13.044745765722825
8497,2.0,1.3462393809288686
10325,14.0,11.844061647627392
8685,19.0,11.894780462764272
19602,16.0,24.018053262498352
1007,7.0,6.631142349916551
3580,3.0,3.3124927634058348
18464,2.0,2.3866772218508956
6238,4.0,12.744905533468076
11655,39.0,52.34145931877292
6202,13.0,9.383948311743568
7893,67.0,74.74527237504648
11433,2.0,1.8825648830690018
8089,3.0,5.003536691643501
18257,1.0,7.223590943222238
18384,8.0,9.814468224309492
17811,18.0,8.66920489193762
18344,7.0,8.100852512844844
12539,4.0,2.99255371193633
1037,3.0,3.5820427040588783
13923,20.0,14.30145015576026
10660,13.0,17.400705679476673
49,2.0,2.482964979204118
12795,9.0,11.053081519606355
10337,9.0,10.89293333924383
17481,15.0,7.07823070344322
18016,13.0,9.873124001989876
10888,2.0,1.944954871339575
4602,7.0,5.494692298029263
4248,26.0,30.355834294170343
10225,3.0,2.376756959304012
2416,5.0,3.247157400647585
2078,5.0,2.32983995482536
8528,16.0,6.959552190615961
1830,1.0,1.6551061886584313
3554,5.0,12.361536163882315
14417,1.0,1.2717336452252832
2252,95.0,69.67079565111734
18320,6.0,7.45767763951415
17322,5.0,7.228665622548267
14627,5.0,5.640381151981172
18259,4.0,6.013058295955438
18187,9.0,1.983942419445163
11391,6.0,4.271934624710258
12550,12.0,15.729327421803655
12542,6.0,6.552843883522596
14215,5.0,8.00274298800649
12860,9.0,7.677861932539274
12472,47.0,50.6279816348899
13085,2.0,1.243604864414476
12803,6.0,3.354429370513539
15444,6.0,5.613104213925637
5065,8.0,3.621198489219623
8330,2.0,6.099286448936241
16209,18.0,19.595713752703713
15683,6.0,3.171086420229198
10887,10.0,9.172086518922562
10180,2.0,1.7278709096857425
10891,4.0,11.718927897809344
4607,10.0,12.429792109648439
14039,1.0,1.8021730181727298
16122,9.0,5.118943865801499
1224,4.0,10.630330874481006
9452,2.0,0.9377345568630274
13161,1.0,3.660638071993892
16461,9.0,5.448436028025869
10889,4.0,4.829956907987639
18617,4.0,10.162369469437133
12840,1.0,3.950175001549933
9451,4.0,3.6234413797198672
10691,2.0,2.043962611346076
15780,7.0,10.190457947407147
14167,4.0,2.9543116501826603
11081,17.0,12.962699830415593
7894,93.0,69.71029702260785
5822,259.0,207.5354174336691
5601,2.0,8.644085583323967
12558,9.0,9.159745951432065
12231,8.0,1.612608845437528
6027,18.0,21.77425630183324
11938,14.0,16.514086722114154
18434,3.0,1.8756719800123294
18059,5.0,3.26363772288393
9089,6.0,9.779062847891467
18361,3.0,2.4525921047649932
4531,4.0,6.438082108167501
3676,17.0,39.048645959591795
16160,7.0,10.82218108250788
10944,6.0,6.205684372808879
5470,6.0,2.784824078023632
10927,6.0,7.302002508075466
2461,12.0,5.40526903771954
14262,2.0,6.380283761425017
10348,16.0,14.588679715422106
12286,7.0,4.009609301685357
448,1.0,2.6463797766588004
19597,18.0,14.294666038879928
5060,17.0,16.718399138358976
12878,3.0,1.0817373855215862
839,22.0,17.492118267093282
12677,8.0,7.511105039153781
11379,1.0,1.158899348363207
10892,6.0,2.868019597207453
19313,4.0,1.7228855539240397
8012,9.0,15.140462592601274
12491,1.0,2.4480282009063603
7856,59.0,77.83719908019594
19789,1.0,0.8839960823931813
4418,1.0,6.663985247484232
2574,27.0,26.814072910543157
19317,4.0,3.2764822040105575
10907,2.0,2.7896379345392637
14931,38.0,26.333649787780875
1010,9.0,4.990568656048747
14164,2.0,1.7378443609253307
10661,6.0,9.435434543571526
1611,2.0,3.778279927165936
16205,34.0,30.854426451807846
17625,1.0,0.6782755258035909
1131,4.0,16.849095201615487
15552,31.0,17.76549547583769
12548,6.0,1.4409959272413742
18685,6.0,7.704723883958707
10942,7.0,14.886738772166172
13607,1.0,3.299769142943502
8093,16.0,15.966385951138328
14532,3.0,3.8863566001232956
15455,5.0,14.119390723117949
2308,128.0,147.55261849843203
6857,1.0,0.9106318010137356
33,16.0,12.766442718700185
4604,8.0,6.086872473644646
16450,16.0,12.787659558551582
13894,8.0,5.196740053840027
17064,2.0,6.71084543385723
7956,7.0,10.340789020485106
5324,13.0,24.109916129311827
19178,1.0,2.357822407655849
14313,7.0,7.5606968548166735
6405,4.0,4.805927722452871
3897,5.0,4.881864171791747
18260,4.0,0.8872565105476234
11377,3.0,1.2602272356236945
18675,5.0,6.204316080089618
11184,1.0,5.220328731707167
7524,2.0,7.751508636260463
10283,3.0,2.3220260388258027
16154,10.0,16.75036124032416
12828,9.0,11.997151507295058
16786,1.0,2.888518855975497
10051,2.0,1.6180795051905281
11065,2.0,4.15807787713879
16147,19.0,21.977642631378416
9507,12.0,12.45585752591086
325,4.0,3.264814849466371
1523,33.0,23.536002657355912
15256,144.0,6700.627270306088
784,7.0,8.877883399764034
308,4.0,1.5980841890168214
835,7.0,6.366999955685018
19957,5.0,4.437450086240537
4573,8.0,7.3178643564341135
16184,20.0,30.29466880250644
15450,6.0,9.91539758843839
5643,28.0,26.460244642246796
18701,9.0,7.259686237456041
17017,8.0,4.112317471777726
10915,6.0,8.797940572400341
16146,5.0,11.495966534349378
3280,1.0,2.828939197613022
20881,4.0,6.639557194715897
13903,7.0,7.551285429216324
19464,1.0,1.628748824618708
3822,3.0,3.0866875128152786
5605,8.0,5.599070621208705
21562,15.0,14.076438462626772
10914,12.0,9.090316284333632
12360,17.0,5.731265926051865
832,4.0,3.2941427191196357
16953,1.0,3.4510631229720516
12477,9.0,14.179459041831432
687,10.0,14.638487553735988
12805,14.0,14.226217572224739
10772,2.0,5.160331217702403
53,1.0,3.8511469946680443
17400,4.0,2.930710171920812
19650,57.0,16.514691930491598
11369,33.0,82.94993274194162
14320,2.0,3.7200456931064756
17224,2.0,2.51627915723719
18882,3.0,3.0556282694463506
10343,11.0,13.207828721906754
3077,53.0,46.280504049841014
11106,1.0,4.351459383543798
14690,2.0,5.026550613193361
21980,4.0,1.5088267639053683
3076,37.0,37.016338929500826
1741,9.0,14.70002049946521
11435,5.0,3.7406773148481256
18491,3.0,1.2225981514198612
8816,8.0,16.77587549115852
14389,13.0,14.046548491489323
829,6.0,5.602945741287839
1740,9.0,7.385568461655788
4249,27.0,43.09395517421864
12551,9.0,10.21857719047314
18378,6.0,8.76571450700349
3014,13.0,10.586939065816072
12473,16.0,19.300700056425534
2182,14.0,9.218890028074206
12463,13.0,12.885577070949877
5353,7.0,8.482773118138063
19258,4.0,3.8392695267753303
17398,1.0,4.234724378616667
51,2.0,2.4806095846844727
20327,3.0,1.165870051209219
1142,1.0,2.335426431533633
3651,9.0,9.664125676884394
6004,7.0,7.376282534816387
