item_id,date_block_num,item_cnt_day
491,12,23.0
491,13,18.0
491,14,17.0
491,15,20.0
491,16,18.0
491,17,18.0
491,18,19.0
491,19,30.0
491,20,14.0
491,21,18.0
491,22,17.0
491,23,29.0
491,24,16.0
491,25,18.0
491,26,16.0
491,27,13.0
491,28,12.0
491,29,5.0
491,30,9.0
491,31,13.0
491,32,13.0
491,33,9.0
496,0,15.0
496,1,23.0
496,2,14.0
496,3,15.0
496,4,11.0
496,5,15.0
496,6,5.0
496,7,9.0
496,8,7.0
496,9,13.0
496,10,9.0
496,11,11.0
496,12,13.0
496,13,14.0
496,14,13.0
496,15,6.0
496,16,11.0
496,17,9.0
496,18,10.0
496,19,10.0
496,20,6.0
496,21,4.0
496,22,4.0
496,23,8.0
496,24,10.0
496,25,7.0
496,26,3.0
496,27,3.0
496,28,3.0
496,29,4.0
496,30,4.0
496,31,1.0
496,32,2.0
496,33,6.0
687,0,41.0
687,1,47.0
687,2,50.0
687,3,44.0
687,4,30.0
687,5,26.0
687,6,30.0
687,7,27.0
687,8,33.0
687,9,31.0
687,10,27.0
687,11,29.0
687,12,35.0
687,13,27.0
687,14,23.0
687,15,30.0
687,16,18.0
687,17,24.0
687,18,14.0
687,19,21.0
687,20,16.0
687,21,20.0
687,22,23.0
687,23,24.0
687,24,13.0
687,25,11.0
687,26,24.0
687,27,18.0
687,28,19.0
687,29,15.0
687,30,16.0
687,31,8.0
687,32,12.0
687,33,10.0
784,0,10.0
784,1,20.0
784,2,17.0
784,3,19.0
784,4,9.0
784,5,15.0
784,6,20.0
784,7,14.0
784,8,21.0
784,9,15.0
784,10,14.0
784,11,17.0
784,12,10.0
784,13,13.0
784,14,9.0
784,15,11.0
784,16,4.0
784,17,16.0
784,18,11.0
784,19,15.0
784,20,11.0
784,21,10.0
784,22,14.0
784,23,11.0
784,24,6.0
784,25,16.0
784,26,15.0
784,27,10.0
784,28,11.0
784,29,10.0
784,30,9.0
784,31,5.0
784,32,13.0
784,33,7.0
829,0,16.0
829,1,16.0
829,2,13.0
829,3,11.0
829,4,14.0
829,5,14.0
829,6,15.0
829,7,19.0
829,8,18.0
829,9,16.0
829,10,14.0
829,11,11.0
829,12,10.0
829,13,18.0
829,14,9.0
829,15,16.0
829,16,11.0
829,17,8.0
829,18,6.0
829,19,7.0
829,20,8.0
829,21,16.0
829,22,4.0
829,23,8.0
829,24,7.0
829,25,5.0
829,26,8.0
829,27,5.0
829,28,5.0
829,29,5.0
829,30,8.0
829,31,9.0
829,32,10.0
829,33,6.0
832,0,43.0
832,1,27.0
832,2,35.0
832,3,37.0
832,4,16.0
832,5,19.0
832,6,23.0
832,7,17.0
832,8,11.0
832,9,10.0
832,10,7.0
832,11,9.0
832,12,8.0
832,13,16.0
832,14,14.0
832,15,10.0
832,16,8.0
832,17,7.0
832,18,8.0
832,19,5.0
832,20,10.0
832,21,5.0
832,22,7.0
832,23,2.0
832,24,5.0
832,25,8.0
832,26,9.0
832,27,7.0
832,28,4.0
832,29,2.0
832,30,4.0
832,31,3.0
832,32,3.0
832,33,4.0
835,0,39.0
835,1,33.0
835,2,28.0
835,3,37.0
835,4,20.0
835,5,23.0
835,6,30.0
835,7,25.0
835,8,29.0
835,9,31.0
835,10,24.0
835,11,19.0
835,12,26.0
835,13,24.0
835,14,21.0
835,15,20.0
835,16,10.0
835,17,15.0
835,18,15.0
835,19,22.0
835,20,22.0
835,21,8.0
835,22,13.0
835,23,11.0
835,24,4.0
835,25,9.0
835,26,10.0
835,27,10.0
835,28,9.0
835,29,14.0
835,30,13.0
835,31,4.0
835,32,3.0
835,33,7.0
839,0,74.0
839,1,80.0
839,2,67.0
839,3,68.0
839,4,42.0
839,5,43.0
839,6,44.0
839,7,33.0
839,8,36.0
839,9,52.0
839,10,31.0
839,11,41.0
839,12,43.0
839,13,53.0
839,14,56.0
839,15,37.0
839,16,19.0
839,17,22.0
839,18,26.0
839,19,26.0
839,20,25.0
839,21,38.0
839,22,21.0
839,23,27.0
839,24,21.0
839,25,28.0
839,26,22.0
839,27,43.0
839,28,19.0
839,29,15.0
839,30,23.0
839,31,18.0
839,32,22.0
839,33,22.0
1007,0,12.0
1007,1,71.0
1007,2,133.0
1007,3,97.0
1007,4,42.0
1007,5,33.0
1007,6,41.0
1007,7,47.0
1007,8,48.0
1007,9,75.0
1007,10,76.0
1007,11,257.0
1007,12,100.0
1007,13,62.0
1007,14,50.0
1007,15,24.0
1007,16,36.0
1007,17,16.0
1007,18,23.0
1007,19,29.0
1007,20,21.0
1007,21,14.0
1007,22,24.0
1007,23,37.0
1007,24,15.0
1007,25,15.0
1007,26,11.0
1007,27,5.0
1007,28,4.0
1007,29,9.0
1007,30,3.0
1007,31,2.0
1007,32,7.0
1007,33,7.0
1010,0,8.0
1010,1,18.0
1010,2,28.0
1010,3,17.0
1010,4,10.0
1010,5,14.0
1010,6,14.0
1010,7,14.0
1010,8,32.0
1010,9,13.0
1010,10,31.0
1010,11,82.0
1010,12,34.0
1010,13,48.0
1010,14,24.0
1010,15,13.0
1010,16,10.0
1010,17,13.0
1010,18,11.0
1010,19,10.0
1010,20,12.0
1010,21,8.0
1010,22,5.0
1010,23,26.0
1010,24,24.0
1010,25,9.0
1010,26,9.0
1010,27,4.0
1010,28,7.0
1010,29,7.0
1010,30,5.0
1010,31,3.0
1010,32,4.0
1010,33,9.0
1037,0,12.0
1037,1,20.0
1037,2,20.0
1037,3,15.0
1037,4,14.0
1037,5,12.0
1037,6,9.0
1037,7,12.0
1037,8,8.0
1037,9,11.0
1037,10,8.0
1037,11,6.0
1037,12,4.0
1037,13,9.0
1037,14,11.0
1037,15,9.0
1037,16,6.0
1037,17,6.0
1037,18,10.0
1037,19,9.0
1037,20,5.0
1037,21,8.0
1037,22,3.0
1037,23,7.0
1037,24,9.0
1037,25,5.0
1037,26,12.0
1037,27,6.0
1037,28,7.0
1037,29,3.0
1037,30,1.0
1037,31,4.0
1037,32,5.0
1037,33,3.0
1101,0,14.0
1101,1,9.0
1101,2,10.0
1101,3,8.0
1101,4,2.0
1101,5,7.0
1101,6,6.0
1101,7,4.0
1101,8,5.0
1101,9,6.0
1101,10,7.0
1101,11,5.0
1101,12,1.0
1101,13,5.0
1101,14,9.0
1101,15,8.0
1101,16,9.0
1101,17,2.0
1101,18,7.0
1101,19,8.0
1101,20,5.0
1101,21,4.0
1101,22,6.0
1101,23,6.0
1101,24,4.0
1101,25,2.0
1101,26,2.0
1101,27,1.0
1101,28,2.0
1101,29,4.0
1101,30,5.0
1101,31,2.0
1101,32,2.0
1101,33,1.0
1102,0,21.0
1102,1,20.0
1102,2,18.0
1102,3,24.0
1102,4,18.0
1102,5,8.0
1102,6,9.0
1102,7,6.0
1102,8,10.0
1102,9,10.0
1102,10,11.0
1102,11,21.0
1102,12,10.0
1102,13,10.0
1102,14,13.0
1102,15,8.0
1102,16,6.0
1102,17,9.0
1102,18,11.0
1102,19,8.0
1102,20,3.0
1102,21,9.0
1102,22,6.0
1102,23,7.0
1102,24,7.0
1102,25,7.0
1102,26,5.0
1102,27,3.0
1102,28,7.0
1102,29,3.0
1102,30,9.0
1102,31,6.0
1102,32,4.0
1102,33,3.0
1131,0,12.0
1131,1,16.0
1131,2,8.0
1131,3,8.0
1131,4,7.0
1131,5,11.0
1131,6,21.0
1131,7,14.0
1131,8,15.0
1131,9,8.0
1131,10,14.0
1131,11,20.0
1131,12,21.0
1131,13,8.0
1131,14,19.0
1131,15,5.0
1131,16,13.0
1131,17,14.0
1131,18,9.0
1131,19,14.0
1131,20,21.0
1131,21,16.0
1131,22,20.0
1131,23,25.0
1131,24,27.0
1131,25,19.0
1131,26,20.0
1131,27,8.0
1131,28,9.0
1131,29,7.0
1131,30,28.0
1131,31,18.0
1131,32,15.0
1131,33,4.0
1142,0,6.0
1142,1,8.0
1142,2,11.0
1142,3,5.0
1142,4,6.0
1142,5,9.0
1142,6,6.0
1142,7,3.0
1142,8,2.0
1142,9,4.0
1142,10,1.0
1142,11,6.0
1142,12,5.0
1142,13,3.0
1142,14,4.0
1142,15,2.0
1142,16,2.0
1142,17,1.0
1142,18,2.0
1142,19,4.0
1142,20,3.0
1142,21,8.0
1142,22,4.0
1142,23,12.0
1142,24,2.0
1142,25,6.0
1142,26,3.0
1142,27,3.0
1142,28,1.0
1142,29,2.0
1142,30,3.0
1142,31,3.0
1142,32,2.0
1142,33,1.0
1201,0,15.0
1201,1,26.0
1201,2,21.0
1201,3,21.0
1201,4,34.0
1201,5,39.0
1201,6,46.0
1201,7,39.0
1201,8,37.0
1201,9,30.0
1201,10,30.0
1201,11,52.0
1201,12,26.0
1201,13,18.0
1201,14,33.0
1201,15,26.0
1201,16,32.0
1201,17,23.0
1201,18,31.0
1201,19,34.0
1201,20,24.0
1201,21,20.0
1201,22,31.0
1201,23,52.0
1201,24,29.0
1201,25,29.0
1201,26,27.0
1201,27,25.0
1201,28,27.0
1201,29,31.0
1201,30,24.0
1201,31,23.0
1201,32,17.0
1201,33,23.0
1224,0,16.0
1224,1,14.0
1224,2,14.0
1224,3,16.0
1224,4,13.0
1224,5,28.0
1224,6,26.0
1224,7,17.0
1224,8,22.0
1224,9,19.0
1224,10,15.0
1224,11,30.0
1224,12,27.0
1224,13,26.0
1224,14,31.0
1224,15,12.0
1224,16,15.0
1224,17,23.0
1224,18,28.0
1224,19,26.0
1224,20,20.0
1224,21,28.0
1224,22,21.0
1224,23,35.0
1224,24,28.0
1224,25,19.0
1224,26,19.0
1224,27,13.0
1224,28,16.0
1224,29,11.0
1224,30,14.0
1224,31,10.0
1224,32,10.0
1224,33,4.0
1241,0,8.0
1241,1,11.0
1241,2,8.0
1241,3,2.0
1241,4,7.0
1241,5,8.0
1241,6,11.0
1241,7,6.0
1241,8,8.0
1241,9,6.0
1241,10,5.0
1241,11,5.0
1241,12,6.0
1241,13,7.0
1241,14,13.0
1241,15,8.0
1241,16,14.0
1241,17,14.0
1241,18,6.0
1241,19,11.0
1241,20,7.0
1241,21,9.0
1241,22,8.0
1241,23,11.0
1241,24,8.0
1241,25,6.0
1241,26,8.0
1241,27,4.0
1241,28,10.0
1241,29,2.0
1241,30,3.0
1241,31,7.0
1241,32,7.0
1241,33,3.0
1247,0,43.0
1247,1,26.0
1247,2,35.0
1247,3,15.0
1247,4,17.0
1247,5,18.0
1247,6,18.0
1247,7,13.0
1247,8,10.0
1247,9,10.0
1247,10,23.0
1247,11,15.0
1247,12,7.0
1247,13,11.0
1247,14,16.0
1247,15,8.0
1247,16,10.0
1247,17,13.0
1247,18,12.0
1247,19,11.0
1247,20,13.0
1247,21,8.0
1247,22,5.0
1247,23,9.0
1247,24,5.0
1247,25,5.0
1247,26,7.0
1247,27,7.0
1247,28,7.0
1247,29,8.0
1247,30,6.0
1247,31,8.0
1247,32,4.0
1247,33,4.0
1249,0,167.0
1249,1,150.0
1249,2,155.0
1249,3,105.0
1249,4,98.0
1249,5,106.0
1249,6,111.0
1249,7,102.0
1249,8,70.0
1249,9,34.0
1249,10,44.0
1249,11,49.0
1249,12,48.0
1249,13,29.0
1249,14,51.0
1249,15,24.0
1249,16,37.0
1249,17,25.0
1249,18,32.0
1249,19,26.0
1249,20,22.0
1249,21,19.0
1249,22,15.0
1249,23,39.0
1249,24,24.0
1249,25,12.0
1249,26,23.0
1249,27,21.0
1249,28,23.0
1249,29,17.0
1249,30,13.0
1249,31,14.0
1249,32,13.0
1249,33,15.0
1315,0,19.0
1315,1,13.0
1315,2,10.0
1315,3,8.0
1315,4,7.0
1315,5,15.0
1315,6,13.0
1315,7,16.0
1315,8,19.0
1315,9,17.0
1315,10,10.0
1315,11,13.0
1315,12,4.0
1315,13,9.0
1315,14,10.0
1315,15,7.0
1315,16,7.0
1315,17,9.0
1315,18,11.0
1315,19,11.0
1315,20,6.0
1315,21,7.0
1315,22,10.0
1315,23,16.0
1315,24,11.0
1315,25,7.0
1315,26,9.0
1315,27,7.0
1315,28,5.0
1315,29,4.0
1315,30,3.0
1315,31,4.0
1315,32,2.0
1315,33,2.0
1329,0,7.0
1329,1,12.0
1329,2,15.0
1329,3,13.0
1329,4,9.0
1329,5,11.0
1329,6,13.0
1329,7,23.0
1329,8,20.0
1329,9,17.0
1329,10,19.0
1329,11,32.0
1329,12,11.0
1329,13,15.0
1329,14,11.0
1329,15,9.0
1329,16,8.0
1329,17,8.0
1329,18,14.0
1329,19,11.0
1329,20,10.0
1329,21,17.0
1329,22,12.0
1329,23,21.0
1329,24,7.0
1329,25,11.0
1329,26,8.0
1329,27,7.0
1329,28,7.0
1329,29,5.0
1329,30,5.0
1329,31,9.0
1329,32,5.0
1329,33,4.0
1332,0,9.0
1332,1,12.0
1332,2,13.0
1332,3,16.0
1332,4,10.0
1332,5,12.0
1332,6,10.0
1332,7,13.0
1332,8,10.0
1332,9,16.0
1332,10,12.0
1332,11,19.0
1332,12,10.0
1332,13,15.0
1332,14,17.0
1332,15,12.0
1332,16,12.0
1332,17,12.0
1332,18,10.0
1332,19,19.0
1332,20,9.0
1332,21,20.0
1332,22,13.0
1332,23,19.0
1332,24,13.0
1332,25,13.0
1332,26,14.0
1332,27,7.0
1332,28,11.0
1332,29,7.0
1332,30,7.0
1332,31,7.0
1332,32,9.0
1332,33,14.0
1467,0,39.0
1467,1,5.0
1467,2,1.0
1467,3,17.0
1467,4,65.0
1467,5,31.0
1467,6,44.0
1467,7,52.0
1467,8,41.0
1467,9,42.0
1467,10,38.0
1467,11,52.0
1467,12,57.0
1467,13,25.0
1467,14,36.0
1467,15,31.0
1467,16,35.0
1467,17,35.0
1467,18,33.0
1467,19,57.0
1467,20,35.0
1467,21,28.0
1467,22,34.0
1467,23,52.0
1467,24,30.0
1467,25,25.0
1467,26,15.0
1467,27,7.0
1467,28,7.0
1467,29,12.0
1467,30,13.0
1467,31,58.0
1467,32,40.0
1467,33,14.0
1523,0,121.0
1523,1,133.0
1523,2,128.0
1523,3,58.0
1523,4,76.0
1523,5,80.0
1523,6,82.0
1523,7,77.0
1523,8,27.0
1523,9,28.0
1523,10,42.0
1523,11,58.0
1523,12,37.0
1523,13,38.0
1523,14,33.0
1523,15,34.0
1523,16,42.0
1523,17,49.0
1523,18,43.0
1523,19,49.0
1523,20,22.0
1523,21,31.0
1523,22,43.0
1523,23,93.0
1523,24,68.0
1523,25,42.0
1523,26,57.0
1523,27,31.0
1523,28,29.0
1523,29,48.0
1523,30,53.0
1523,31,50.0
1523,32,24.0
1523,33,33.0
1611,0,9.0
1611,1,13.0
1611,2,11.0
1611,3,8.0
1611,4,8.0
1611,5,3.0
1611,6,5.0
1611,7,5.0
1611,8,3.0
1611,9,4.0
1611,10,4.0
1611,11,7.0
1611,12,3.0
1611,13,3.0
1611,14,7.0
1611,15,4.0
1611,16,9.0
1611,17,4.0
1611,18,8.0
1611,19,8.0
1611,20,6.0
1611,21,4.0
1611,22,1.0
1611,23,9.0
1611,24,2.0
1611,25,5.0
1611,26,4.0
1611,27,2.0
1611,28,7.0
1611,29,10.0
1611,30,6.0
1611,31,6.0
1611,32,2.0
1611,33,2.0
1729,0,15.0
1729,1,11.0
1729,2,13.0
1729,3,13.0
1729,4,11.0
1729,5,13.0
1729,6,10.0
1729,7,14.0
1729,8,13.0
1729,9,11.0
1729,10,9.0
1729,11,16.0
1729,12,10.0
1729,13,10.0
1729,14,12.0
1729,15,6.0
1729,16,5.0
1729,17,6.0
1729,18,4.0
1729,19,12.0
1729,20,8.0
1729,21,11.0
1729,22,14.0
1729,23,14.0
1729,24,7.0
1729,25,5.0
1729,26,6.0
1729,27,4.0
1729,28,5.0
1729,29,2.0
1729,30,8.0
1729,31,4.0
1729,32,1.0
1729,33,2.0
1740,0,27.0
1740,1,28.0
1740,2,20.0
1740,3,20.0
1740,4,12.0
1740,5,27.0
1740,6,17.0
1740,7,18.0
1740,8,23.0
1740,9,19.0
1740,10,12.0
1740,11,25.0
1740,12,19.0
1740,13,13.0
1740,14,19.0
1740,15,24.0
1740,16,20.0
1740,17,16.0
1740,18,15.0
1740,19,17.0
1740,20,13.0
1740,21,18.0
1740,22,16.0
1740,23,24.0
1740,24,16.0
1740,25,10.0
1740,26,11.0
1740,27,12.0
1740,28,10.0
1740,29,8.0
1740,30,9.0
1740,31,16.0
1740,32,4.0
1740,33,9.0
1741,0,22.0
1741,1,26.0
1741,2,19.0
1741,3,22.0
1741,4,15.0
1741,5,24.0
1741,6,30.0
1741,7,33.0
1741,8,19.0
1741,9,16.0
1741,10,26.0
1741,11,38.0
1741,12,24.0
1741,13,19.0
1741,14,24.0
1741,15,13.0
1741,16,26.0
1741,17,29.0
1741,18,25.0
1741,19,33.0
1741,20,16.0
1741,21,15.0
1741,22,23.0
1741,23,32.0
1741,24,27.0
1741,25,14.0
1741,26,21.0
1741,27,14.0
1741,28,11.0
1741,29,12.0
1741,30,14.0
1741,31,18.0
1741,32,13.0
1741,33,9.0
1753,0,5.0
1753,1,6.0
1753,2,4.0
1753,3,4.0
1753,4,1.0
1753,5,7.0
1753,6,5.0
1753,7,8.0
1753,8,6.0
1753,9,4.0
1753,10,6.0
1753,11,6.0
1753,12,1.0
1753,13,1.0
1753,14,3.0
1753,15,1.0
1753,16,3.0
1753,17,13.0
1753,18,10.0
1753,19,12.0
1753,20,6.0
1753,21,15.0
1753,22,15.0
1753,23,8.0
1753,24,2.0
1753,25,10.0
1753,26,8.0
1753,27,5.0
1753,28,14.0
1753,29,3.0
1753,30,10.0
1753,31,10.0
1753,32,10.0
1753,33,6.0
1830,0,582.0
1830,1,770.0
1830,2,797.0
1830,3,361.0
1830,4,305.0
1830,5,357.0
1830,6,461.0
1830,7,837.0
1830,8,508.0
1830,9,318.0
1830,10,180.0
1830,11,175.0
1830,12,186.0
1830,13,235.0
1830,14,152.0
1830,15,100.0
1830,16,93.0
1830,17,71.0
1830,18,64.0
1830,19,87.0
1830,20,45.0
1830,21,36.0
1830,22,53.0
1830,23,90.0
1830,24,45.0
1830,25,19.0
1830,26,17.0
1830,27,10.0
1830,28,14.0
1830,29,4.0
1830,30,13.0
1830,31,2.0
1830,32,2.0
1830,33,1.0
1905,0,172.0
1905,1,138.0
1905,2,169.0
1905,3,146.0
1905,4,151.0
1905,5,155.0
1905,6,137.0
1905,7,175.0
1905,8,195.0
1905,9,172.0
1905,10,168.0
1905,11,176.0
1905,12,182.0
1905,13,115.0
1905,14,125.0
1905,15,106.0
1905,16,133.0
1905,17,157.0
1905,18,166.0
1905,19,200.0
1905,20,157.0
1905,21,139.0
1905,22,124.0
1905,23,185.0
1905,24,162.0
1905,25,145.0
1905,26,107.0
1905,27,85.0
1905,28,90.0
1905,29,78.0
1905,30,68.0
1905,31,53.0
1905,32,30.0
1905,33,25.0
1916,0,259.0
1916,1,194.0
1916,2,209.0
1916,3,160.0
1916,4,141.0
1916,5,148.0
1916,6,258.0
1916,7,342.0
1916,8,221.0
1916,9,204.0
1916,10,206.0
1916,11,222.0
1916,12,191.0
1916,13,167.0
1916,14,185.0
1916,15,112.0
1916,16,140.0
1916,17,144.0
1916,18,130.0
1916,19,136.0
1916,20,107.0
1916,21,115.0
1916,22,91.0
1916,23,141.0
1916,24,120.0
1916,25,94.0
1916,26,95.0
1916,27,54.0
1916,28,50.0
1916,29,41.0
1916,30,19.0
1916,31,13.0
1916,32,9.0
1916,33,5.0
2078,0,4.0
2078,1,9.0
2078,2,13.0
2078,3,10.0
2078,4,3.0
2078,5,10.0
2078,6,6.0
2078,7,8.0
2078,8,6.0
2078,9,9.0
2078,10,8.0
2078,11,13.0
2078,12,5.0
2078,13,8.0
2078,14,9.0
2078,15,9.0
2078,16,4.0
2078,17,13.0
2078,18,10.0
2078,19,12.0
2078,20,10.0
2078,21,15.0
2078,22,15.0
2078,23,16.0
2078,24,5.0
2078,25,9.0
2078,26,5.0
2078,27,3.0
2078,28,7.0
2078,29,1.0
2078,30,3.0
2078,31,4.0
2078,32,4.0
2078,33,5.0
2090,0,17.0
2090,1,22.0
2090,2,20.0
2090,3,9.0
2090,4,16.0
2090,5,13.0
2090,6,11.0
2090,7,13.0
2090,8,14.0
2090,9,8.0
2090,10,13.0
2090,11,12.0
2090,12,13.0
2090,13,9.0
2090,14,9.0
2090,15,5.0
2090,16,7.0
2090,17,7.0
2090,18,9.0
2090,19,6.0
2090,20,7.0
2090,21,8.0
2090,22,6.0
2090,23,11.0
2090,24,8.0
2090,25,4.0
2090,26,8.0
2090,27,8.0
2090,28,5.0
2090,29,5.0
2090,30,3.0
2090,31,7.0
2090,32,5.0
2090,33,4.0
2100,0,21.0
2100,1,24.0
2100,2,24.0
2100,3,18.0
2100,4,22.0
2100,5,11.0
2100,6,19.0
2100,7,28.0
2100,8,21.0
2100,9,19.0
2100,10,16.0
2100,11,26.0
2100,12,15.0
2100,13,14.0
2100,14,24.0
2100,15,18.0
2100,16,14.0
2100,17,10.0
2100,18,10.0
2100,19,13.0
2100,20,18.0
2100,21,9.0
2100,22,12.0
2100,23,20.0
2100,24,10.0
2100,25,13.0
2100,26,6.0
2100,27,5.0
2100,28,8.0
